"계열","세부 분류","속성·테마","에셋 형식","원본 팩","위치","에셋 이름","분류 근거","확인 사항"
"근접/Slash","Trail 보조 입자","영혼","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Soul/Trail_Sparks","P_SoulSparkTrail","유형 폴더: Soul/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","영혼","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Soul/Spark","NS_SoulSpark","유형 폴더: Soul/Spark",""
"근접/Slash","Trail 보조 입자","원소 혼합","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Elemental/Trail_Sparks","P_ElementalSpark","유형 폴더: Elemental/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","파동","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Wave/Sparks","P_WaveCores","유형 폴더: Wave/Sparks",""
"근접/Slash","Trail 보조 입자","파동","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Wave/Spark","NS_WaveSpark","유형 폴더: Wave/Spark",""
"근접/Slash","Trail 보조 입자","Strong","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Strong/Trail_Sparks","P_Strong_Trailin","유형 폴더: Strong/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","Strong","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Strong/Spark","NS_Strong_Spark","유형 폴더: Strong/Spark",""
"마법","구체","마법","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_MagicSphere","이름: P_Mage_MagicSphere","확인 필요: 투사체·방어·범위 역할"
"마법","구체","마법","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/MagicSphere","NS_Mage_MagicSphere","이름: NS_Mage_MagicSphere","확인 필요: 투사체·방어·범위 역할"
"마법","구체","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Priest_Sphere","이름: P_Priest_Sphere","확인 필요: 투사체·방어·범위 역할"
"마법","구체","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Priest/Sphere","NS_Priest_Sphere","이름: NS_Priest_Sphere","확인 필요: 투사체·방어·범위 역할"
"마법","낙뢰","번개","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_lightning1","이름: BP_ky_lightning1","효과 BP; 시스템 본체와 별도 항목"
"마법","낙뢰","번개","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_lightning2","이름: BP_ky_lightning2","효과 BP; 시스템 본체와 별도 항목"
"마법","낙뢰","번개","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_lightning3","이름: BP_ky_lightning3","효과 BP; 시스템 본체와 별도 항목"
"마법","낙뢰","번개","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_lightning1","이름: P_ky_lightning1",""
"마법","낙뢰","번개","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_lightning2","이름: P_ky_lightning2",""
"마법","낙뢰","번개","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_lightning3","이름: P_ky_lightning3",""
"마법","낙뢰","번개","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Lightning","Par_4E_LightningStrike_01","이름: Par_4E_LightningStrike_01",""
"마법","낙뢰","번개","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Lightning_Strike","이름: NS_Lightning_Strike",""
"마법","낙뢰","번개","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_Lightning_Bolt","이름: P_Mage_Lightning_Bolt",""
"마법","낙뢰","번개","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/LightningBolt","NS_Mage_LIghtning_Bolt","이름: NS_Mage_LIghtning_Bolt",""
"마법","낙뢰/방전","번개","NiagaraSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","NS_Zap_01_Red","이름: NS_Zap_01_Red","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","NiagaraSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","NS_Zap_02_Blue","이름: NS_Zap_02_Blue","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","NiagaraSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","NS_Zap_03_Yellow","이름: NS_Zap_03_Yellow","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","NiagaraSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","NS_Zap_04_Green","이름: NS_Zap_04_Green","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","NiagaraSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","NS_Zap_05_Purple","이름: NS_Zap_05_Purple","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","NiagaraSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","NS_Zap_06_White","이름: NS_Zap_06_White","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","NiagaraSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","NS_Zap_07_Black","이름: NS_Zap_07_Black","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","ParticleSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","PS_Zap_01","이름: PS_Zap_01","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","낙뢰/방전","번개","ParticleSystem","Vefects","/Game/Vefects/Zap_VFX/VFX/Zap/Particles","PS_Zap_02","이름: PS_Zap_02","확인 필요: 방전 모양; 색상은 원소 분류에서 제외"
"마법","마법 공격","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Attack1","이름: NS_Free_Magic_Attack1","확인 필요: 세부 공격 형태"
"마법","마법 공격","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Attack2","이름: NS_Free_Magic_Attack2","확인 필요: 세부 공격 형태"
"마법","마법 Trail","암흑","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Dark","Par_4E_DarkRibbon_01","이름: Par_4E_DarkRibbon_01",""
"마법","마법 Trail","죽음","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/TrailsOfDeath/Systems","N_TrailsOfDeath","이름: N_TrailsOfDeath",""
"마법","마법진","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Circle1","이름: NS_Free_Magic_Circle1",""
"마법","마법진","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Circle2","이름: NS_Free_Magic_Circle2",""
"마법","마법진","마법","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_magicCircle1","이름: BP_ky_magicCircle1","효과 BP; 시스템 본체와 별도 항목"
"마법","마법진","마법","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_magicCircle1","이름: P_ky_magicCircle1",""
"마법","범위 낙하","마법","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/MeteorShower/Systems","N_MagicalMeteorShower","이름: N_MagicalMeteorShower",""
"마법","범위 낙하","미지정","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicalExplosionsVFX/VFX/MeteorShower/Systems","N_MeteorShower","이름: N_MeteorShower",""
"마법","범위 폭풍","물","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_aquaStorm","이름: BP_ky_aquaStorm","효과 BP; 시스템 본체와 별도 항목"
"마법","범위 폭풍","물","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_aquaStorm","이름: P_ky_aquaStorm",""
"마법","범위 폭풍","미지정","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_storm","이름: BP_ky_storm","효과 BP; 시스템 본체와 별도 항목"
"마법","범위 폭풍","미지정","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_storm","이름: P_ky_storm",""
"마법","범위 폭풍","번개","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_thunderStorm","이름: BP_ky_thunderStorm","효과 BP; 시스템 본체와 별도 항목"
"마법","범위 폭풍","번개","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_thunderStorm","이름: P_ky_thunderStorm",""
"마법","범위 폭풍","암흑","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_darkStorm","이름: BP_ky_darkStorm","효과 BP; 시스템 본체와 별도 항목"
"마법","범위 폭풍","암흑","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_darkStorm","이름: P_ky_darkStorm",""
"마법","범위 폭풍","화염","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_fireStorm","이름: BP_ky_fireStorm","효과 BP; 시스템 본체와 별도 항목"
"마법","범위 폭풍","화염","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_fireStorm","이름: P_ky_fireStorm",""
"마법","보호막/장벽","대지","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Earth","BP_Earth_Def_01","이름: BP_Earth_Def_01","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","대지","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Earth","BP_Earth_Def_02","이름: BP_Earth_Def_02","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","대지","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Earth","Par_LMagic_Earth_Def_01","이름: Par_LMagic_Earth_Def_01",""
"마법","보호막/장벽","대지","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Earth","Par_LMagic_Earth_Def_02","이름: Par_LMagic_Earth_Def_02",""
"마법","보호막/장벽","독","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/PoisonShield/Systems","N_PoisonShield","이름: N_PoisonShield",""
"마법","보호막/장벽","독","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/PoisonWall/Systems","N_PoisonWall","이름: N_PoisonWall",""
"마법","보호막/장벽","마그마","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/MagmaShield/Systems","N_MagmaShield","이름: N_MagmaShield",""
"마법","보호막/장벽","마그마","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/MagmaWall/Systems","N_MagmaWall","이름: N_MagmaWall",""
"마법","보호막/장벽","마법","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/MagicalBarrier/Systems","N_MagicalBarrier","이름: N_MagicalBarrier",""
"마법","보호막/장벽","물","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Aqua","BP_Aqua_Def_01","이름: BP_Aqua_Def_01","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","물","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Aqua","Par_LMagic_Aqua_Def_01","이름: Par_LMagic_Aqua_Def_01",""
"마법","보호막/장벽","물","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/AquaShield/Systems","N_AquaShield","이름: N_AquaShield",""
"마법","보호막/장벽","물","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/AquaWall/Systems","N_AquaWall","이름: N_AquaWall",""
"마법","보호막/장벽","미지정","Blueprint","RPGEffects","/Game/RPGEffects/Blueprints","BP_Rotating_Shield","이름: BP_Rotating_Shield","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Priest_Shield","이름: P_Priest_Shield",""
"마법","보호막/장벽","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Priest/Shield","NS_Preist_Shield","이름: NS_Preist_Shield",""
"마법","보호막/장벽","바람","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Wind","BP_Wind_Def_01","이름: BP_Wind_Def_01","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","바람","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Wind","Par_Lmagic_Wind_Def_01","이름: Par_Lmagic_Wind_Def_01",""
"마법","보호막/장벽","바람","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Wind","Par_Lmagic_Wind_Def_01_Old","이름: Par_Lmagic_Wind_Def_01_Old","Old 변형; 원본 보존"
"마법","보호막/장벽","바람","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/WindShield/Systems","N_WindShield","이름: N_WindShield",""
"마법","보호막/장벽","바람","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/WindWall/Systems","N_WindWall","이름: N_WindWall",""
"마법","보호막/장벽","바람","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/StylizedVersions/WindShieldStylized/Systems","N_WindShieldStylized","이름: N_WindShieldStylized",""
"마법","보호막/장벽","반투명","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/TranslucentShield/Systems","N_TranslucentShield","이름: N_TranslucentShield",""
"마법","보호막/장벽","반투명","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/TranslucentWall/Systems","N_TranslucentWall","이름: N_TranslucentWall",""
"마법","보호막/장벽","번개","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Lightning","BP_4E_Lightning_Def","이름: BP_4E_Lightning_Def","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","번개","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Lightning","Par_4E_Lightning_Def_01","이름: Par_4E_Lightning_Def_01",""
"마법","보호막/장벽","번개","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/LightningShield/Systems","N_LightningShield","이름: N_LightningShield",""
"마법","보호막/장벽","번개","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/LightningWall/Systems","N_LightningWall","이름: N_LightningWall",""
"마법","보호막/장벽","번개","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/StylizedVersions/LightningShieldStylized/Systems","N_LightningShieldStylized","이름: N_LightningShieldStylized",""
"마법","보호막/장벽","번개","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/StylizedVersions/LightningWallStylized/Systems","N_LightningWallStylized","이름: N_LightningWallStylized",""
"마법","보호막/장벽","번개","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_Lightning_Shield","이름: P_Mage_Lightning_Shield",""
"마법","보호막/장벽","번개","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/LightningShield","NS_Mage_LIghtningShield","이름: NS_Mage_LIghtningShield",""
"마법","보호막/장벽","비전","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/ArcaneShield/Systems","N_ArcaneShield","이름: N_ArcaneShield",""
"마법","보호막/장벽","비전","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/ArcaneWall/Systems","N_ArcaneWall","이름: N_ArcaneWall",""
"마법","보호막/장벽","빛","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Light","BP_4E_Light_Def","이름: BP_4E_Light_Def","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","빛","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Light","Par_4E_LightDef_01","이름: Par_4E_LightDef_01",""
"마법","보호막/장벽","암흑","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Dark","BP_4E_Dark_Def","이름: BP_4E_Dark_Def","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","암흑","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Dark","Par_4E_Dark_Def_01","이름: Par_4E_Dark_Def_01",""
"마법","보호막/장벽","얼음","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Ice","BP_4E_Ice_Def","이름: BP_4E_Ice_Def","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","얼음","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Ice","Par_4E_Ice_Def_01","이름: Par_4E_Ice_Def_01",""
"마법","보호막/장벽","에너지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/EnergyShield/Systems","N_EnergyShield","이름: N_EnergyShield",""
"마법","보호막/장벽","에너지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/EnergyShield/Systems","N_EnergyShield","이름: N_EnergyShield",""
"마법","보호막/장벽","에너지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/EnergyWall/Systems","N_EnergyWall","이름: N_EnergyWall",""
"마법","보호막/장벽","에너지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/StylizedVersions/EnergyShieldStylized/Systems","N_EnergyShieldStylized","이름: N_EnergyShieldStylized",""
"마법","보호막/장벽","에너지","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/StylizedVersions/EnergyWallStylized/Systems","N_EnergyWallStylized","이름: N_EnergyWallStylized",""
"마법","보호막/장벽","저주","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/CurseShield/Systems","N_CurseShield","이름: N_CurseShield",""
"마법","보호막/장벽","저주","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/CurseWall/Systems","N_CurseWall","이름: N_CurseWall",""
"마법","보호막/장벽","저주","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/StylizedVersions/CurseShieldStylized/Systems","N_CurseShieldStylized","이름: N_CurseShieldStylized",""
"마법","보호막/장벽","화염","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Fire","BP_Fire_Def_01","이름: BP_Fire_Def_01","효과 BP; 시스템 본체와 별도 항목"
"마법","보호막/장벽","화염","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Fire","Par_LMagic_fire_Def_01","이름: Par_LMagic_fire_Def_01",""
"마법","보호막/장벽","화염","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/FlameShield/Systems","N_FlameShield","이름: N_FlameShield",""
"마법","보호막/장벽","화염","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicShieldsVFX/VFX/DefaultVersions/FlameWall/Systems","N_FlameWall","이름: N_FlameWall",""
"마법","보호막/장벽","화염","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_Fire_Shield","이름: P_Mage_Fire_Shield",""
"마법","보호막/장벽","화염","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/Fireshield","NS_Mage_Fire_Shield","이름: NS_Mage_Fire_Shield",""
"마법","복합 효과","마그마","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Magma_Shot","이름: NS_Magma_Shot","확인 필요: 복합 효과의 세부 역할"
"마법","복합 효과","마법","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Magic_Bubbles","이름: NS_Magic_Bubbles","확인 필요: 복합 효과의 세부 역할"
"마법","복합 효과","미지정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Gelmir_Fury","이름: NS_Gelmir_Fury","확인 필요: 복합 효과의 세부 역할"
"마법","복합 효과","수정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Crystal_Torrent","이름: NS_Crystal_Torrent","확인 필요: 복합 효과의 세부 역할"
"마법","복합 효과","수정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Shattering_Crystal","이름: NS_Shattering_Crystal","확인 필요: 복합 효과의 세부 역할"
"마법","복합 효과","암흑","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Dark_Stone","이름: NS_Dark_Stone","확인 필요: 복합 효과의 세부 역할"
"마법","빔","미지정","Blueprint","FXVarietyPack","/Game/FXVarietyPack/Blueprints","BP_ky_laser01","이름: BP_ky_laser01","효과 BP; 시스템 본체와 별도 항목"
"마법","빔","미지정","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_laser01","이름: P_ky_laser01",""
"마법","빔","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Priest_Beam","이름: P_Priest_Beam",""
"마법","빔","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Priest/Beam","NS_Priest_Beam","이름: NS_Priest_Beam",""
"마법","빔","에너지","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Mage_EnergyBeam","이름: P_Mage_EnergyBeam",""
"마법","빔","에너지","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Mage/EnergyBeam","NS_Mage_EnergyBeam","이름: NS_Mage_EnergyBeam",""
"마법","선형 공격","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Attack_Line","이름: NS_Free_Magic_Attack_Line","확인 필요: 투사체·빔 여부"
"마법","소환 무기 공격","미지정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Big_Hammer","이름: NS_Big_Hammer","확인 필요: 무기 출현·공격 형태"
"마법","소환 무기 공격","미지정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Big_Sword","이름: NS_Big_Sword","확인 필요: 무기 출현·공격 형태"
"마법","시전","마그마","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Magma_Shot_Owner_Cast_Spell","이름: NS_Magma_Shot_Owner_Cast_Spell",""
"마법","시전","마법","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Magic_Big_Bubbles_Owner_Cast","이름: NS_Magic_Big_Bubbles_Owner_Cast",""
"마법","시전","마법","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Magic_Bubbles_Owner_Cast_Spell","이름: NS_Magic_Bubbles_Owner_Cast_Spell",""
"마법","시전","번개","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Lightning_Owner_Cast","이름: NS_Lightning_Owner_Cast",""
"마법","시전","수정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Crystal_Torrent_Owner_Cast","이름: NS_Crystal_Torrent_Owner_Cast",""
"마법","시전","수정","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Shattering_Crystal_Owner_Cast","이름: NS_Shattering_Crystal_Owner_Cast",""
"마법","시전","암흑","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Dark_Owner_Cast_Spell","이름: NS_Dark_Owner_Cast_Spell",""
"마법","안개/범위","암흑","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Dark_Mist","이름: NS_Dark_Mist","확인 필요: 범위와 지속 형태"
"마법","안개/범위","얼음","NiagaraSystem","Mixed_Magic_VFX_Pack","/Game/Mixed_Magic_VFX_Pack/VFX","NS_Ice_Mist","이름: NS_Ice_Mist","확인 필요: 범위와 지속 형태"
"마법","장판","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Area1","이름: NS_Free_Magic_Area1",""
"마법","장판","마법","NiagaraSystem","Free_Magic","/Game/Free_Magic/VFX_Niagara","NS_Free_Magic_Area2","이름: NS_Free_Magic_Area2",""
"마법","장판","번개","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/LightningField/Systems","N_LightningField","이름: N_LightningField",""
"마법","장판","은하","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/GalacticField/Systems","N_GalacticField","이름: N_GalacticField",""
"마법","장판","화염","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Fire","Par_LMagic_fire_Def_Floor_01","이름: Par_LMagic_fire_Def_Floor_01",""
"마법","장판","화염","NiagaraSystem","MegaMagicVFXBundle","/Game/MegaMagicVFXBundle/VFX/MagicAuraVFX/VFX/RingOfFlames/Systems","N_RingOfFlames","이름: N_RingOfFlames",""
"마법","충격파","파동","ParticleSystem","FXVarietyPack","/Game/FXVarietyPack/Particles","P_ky_shotShockwave","이름: P_ky_shotShockwave",""
"마법","투사체","대지","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Earth","BP_Earth_Atk_01","이름: BP_Earth_Atk_01; 대응 BP의 투사체 부모·참조","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","대지","Blueprint","Luos8Elements","/Game/Luos8Elements/Blueprints/Earth","BP_Earth_Atk_02","이름: BP_Earth_Atk_02; 대응 BP의 투사체 부모·참조","효과 BP; 시스템 본체와 별도 항목"
"마법","투사체","대지","ParticleSystem","Luos8Elements","/Game/Luos8Elements/Particles/Earth","Par_LMagic_Earth_Atk_01","이름: Par_LMagic_Earth_Atk_01; 대응 BP의 투사체 부모·참조",""
